Id,Rarity Score,Rank,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
8024,111.57,4071,2,Female,Female-Mid,Tassle Hat,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
8025,109.54,4308,3,Male,Male-Light,Crazy Hair,Eye Mask,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
8026,120.48,3351,3,Male,Male-Mid,Knitted Cap,NONE,NONE,NONE,NONE,Vape,Smile,NONE,NONE
8027,84.4,7146,4,Female,Female-Dark,Messy Hair,Big Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
8028,89.54,6620,3,Male,Male-Mid,Mohawk Thin,Big Shades,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
8029,63.59,9330,3,Female,Female-Light,Messy Hair,NONE,NONE,Mole,NONE,NONE,NONE,NONE,Earring
8030,136.85,2094,3,Female,Female-Dark,Wild White Hair,NONE,NONE,NONE,NONE,Vape,NONE,NONE,Earring
8031,94.38,6036,3,Male,Male-Mid,Do-rag,NONE,Muttonchops,NONE,NONE,Cigarette,NONE,NONE,NONE
8032,92.46,6271,4,Female,Female-Mid,Wild Hair,Clown Eyes Green,NONE,Mole,NONE,NONE,NONE,NONE,Earring
8033,92.76,6231,2,Male,Male-Mid,Cap Forward,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8034,170.45,945,3,Female,Female-Mid,Dark Hair,NONE,NONE,Spots,NONE,NONE,NONE,NONE,Earring
8035,185.79,719,5,Female,Female-Light,Dark Hair,NONE,NONE,Mole,NONE,Cigarette,Hot Lipstick,NONE,Earring
8036,199.82,615,4,Male,Male-Mid,Peak Spike,Small Shades,NONE,Rosy Cheeks,NONE,NONE,Smile,NONE,NONE
8037,116.25,3703,4,Female,Female-Mid,Frumpy Hair,Blue Eye Shadow,NONE,Mole,NONE,NONE,Black Lipstick,NONE,NONE
8038,156.76,1262,3,Female,Female-Albino,Red Mohawk,Blue Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
8039,78.94,7790,3,Female,Female-Dark,Messy Hair,Eye Patch,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8040,130.93,2416,4,Male,Male-Light,Bandana,Eye Patch,NONE,NONE,Silver Chain,NONE,NONE,NONE,Earring
8041,237.08,347,4,Male,Male-Mid,Clown Hair Green,Eye Mask,Mustache,Spots,NONE,NONE,NONE,NONE,NONE
8042,100.99,5304,2,Male,Male-Dark,Police Cap,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
8043,63.01,9403,2,Female,Female-Light,Stringy Hair,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8044,215.99,485,3,Female,Female-Albino,Orange Side,Big Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8045,157.64,1238,3,Male,Male-Mid,Clown Hair Green,NONE,Big Beard,NONE,NONE,NONE,NONE,NONE,Earring
8046,93.87,6097,2,Male,Male-Light,Fedora,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8047,131.7,2368,4,Male,Male-Dark,Fedora,Horned Rim Glasses,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
8048,88.22,6727,2,Male,Male-Mid,Shaved Head,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
8049,78.73,7822,2,Male,Male-Dark,Headband,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
8050,84.97,7061,4,Male,Male-Light,Headband,Nerd Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
8051,102.23,5191,3,Male,Male-Light,Messy Hair,Clown Eyes Green,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
8052,96.58,5752,3,Male,Male-Mid,Knitted Cap,Eye Patch,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
8053,141.1,1861,2,Male,Male-Light,Top Hat,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
8054,80.89,7539,2,Female,Female-Mid,Bandana,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8055,127.43,2703,3,Female,Female-Light,Straight Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8056,155.66,1299,4,Male,Male-Mid,Mohawk Dark,VR,Luxurious Beard,NONE,NONE,NONE,NONE,Clown Nose,NONE
8057,149.17,1483,4,Female,Female-Light,Half Shaved,VR,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,NONE
8058,120.36,3361,3,Female,Female-Light,Straight Hair,Regular Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8059,107.08,4625,2,Male,Male-Light,Fedora,NONE,Goat,NONE,NONE,NONE,NONE,NONE,NONE
8060,78.37,7886,4,Female,Female-Light,Bandana,Big Shades,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
8061,143.07,1743,3,Male,Male-Dark,Fedora,Eye Mask,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
8062,106.73,4660,3,Male,Male-Light,Mohawk Dark,Eye Mask,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
8063,314.28,99,3,Female,Female-Dark,Blonde Bob,NONE,NONE,NONE,Choker,NONE,Purple Lipstick,NONE,NONE
8064,98.27,5557,3,Male,Male-Light,Fedora,Nerd Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
8065,170.52,943,4,Male,Male-Light,Vampire Hair,Regular Shades,NONE,NONE,Gold Chain,NONE,NONE,NONE,Earring
8066,202.49,596,3,Female,Female-Dark,Orange Side,Classic Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8067,91.03,6451,3,Male,Male-Light,Knitted Cap,NONE,Goat,Mole,NONE,NONE,NONE,NONE,NONE
8068,109.6,4299,3,Male,Male-Dark,Crazy Hair,Eye Mask,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
8069,114.74,3833,3,Male,Male-Albino,Frumpy Hair,Small Shades,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
8070,103.28,5077,3,Male,Male-Mid,Peak Spike,3D Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
8071,203.11,586,4,Male,Male-Dark,Vampire Hair,Nerd Glasses,Muttonchops,NONE,Silver Chain,NONE,NONE,NONE,NONE
8072,125.32,2859,4,Male,Male-Mid,Police Cap,Nerd Glasses,Mustache,NONE,NONE,NONE,NONE,NONE,Earring
8073,85.55,7001,3,Male,Male-Albino,Cap,Horned Rim Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
8074,107.24,4603,3,Male,Male-Light,Fedora,Small Shades,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
8075,82.59,7360,3,Male,Male-Mid,Knitted Cap,Small Shades,NONE,Mole,NONE,NONE,NONE,NONE,NONE
8076,117.65,3564,3,Female,Female-Mid,Cap,Green Eye Shadow,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
8077,86.03,6943,3,Female,Female-Mid,Cap,Eye Patch,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
8078,75.48,8376,2,Male,Male-Dark,Frumpy Hair,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
8079,212.83,509,5,Male,Male-Light,Do-rag,Horned Rim Glasses,Front Beard,NONE,NONE,Cigarette,Smile,NONE,NONE
8080,76.77,8178,4,Male,Male-Dark,Messy Hair,NONE,Shadow Beard,NONE,NONE,Cigarette,NONE,NONE,Earring
8081,132.56,2319,3,Male,Male-Light,Do-rag,NONE,Normal Beard,NONE,NONE,NONE,NONE,Clown Nose,NONE
8082,139.93,1924,3,Male,Male-Light,Cowboy Hat,Regular Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
8083,130.93,2417,3,Male,Male-Dark,Purple Hair,NONE,Front Beard,Mole,NONE,NONE,NONE,NONE,NONE
8084,129.16,2567,2,Male,Male-Albino,NONE,Clown Eyes Blue,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
8085,142.79,1759,3,Male,Male-Dark,Hoodie,Regular Shades,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
8086,108.73,4412,4,Male,Male-Dark,Bandana,Horned Rim Glasses,NONE,NONE,NONE,Cigarette,Frown,NONE,NONE
8087,106.62,4675,3,Male,Male-Light,Frumpy Hair,NONE,Shadow Beard,NONE,NONE,NONE,NONE,Clown Nose,NONE
8088,106.82,4649,2,Male,Male-Dark,Wild Hair,NONE,NONE,NONE,Silver Chain,NONE,NONE,NONE,NONE
8089,121.89,3212,3,Female,Female-Dark,Straight Hair Dark,NONE,NONE,Mole,NONE,NONE,Black Lipstick,NONE,NONE
8090,93.01,6200,3,Male,Male-Light,Mohawk Dark,Big Shades,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
8091,65.35,9179,2,Female,Female-Mid,Knitted Cap,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8092,76,8312,3,Female,Female-Dark,Frumpy Hair,Eye Patch,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
8093,96.13,5805,3,Male,Male-Mid,Mohawk Thin,Horned Rim Glasses,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
8094,122.44,3156,3,Female,Female-Dark,Wild Blonde,Nerd Glasses,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8095,125.45,2848,3,Male,Male-Dark,Vampire Hair,Eye Patch,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
8096,207.03,551,2,Female,Female-Light,Half Shaved,Welding Goggles,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8097,97,5703,3,Female,Female-Mid,Frumpy Hair,Blue Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
8098,79.17,7750,3,Male,Male-Mid,Frumpy Hair,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
8099,84.71,7099,2,Male,Male-Albino,Cap,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8100,141.85,1801,2,Male,Male-Mid,Top Hat,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
8101,188.48,691,5,Male,Male-Dark,Stringy Hair,NONE,Chinstrap,Mole,NONE,NONE,Frown,NONE,Earring
8102,87.79,6764,3,Male,Male-Light,Wild Hair,VR,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
8103,105.66,4801,3,Male,Male-Light,Bandana,VR,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
8104,75.98,8317,2,Male,Male-Light,Stringy Hair,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
8105,435.07,56,4,Female,Female-Light,Pigtails,NONE,NONE,Rosy Cheeks,Choker,NONE,Black Lipstick,NONE,NONE
8106,83.47,7264,3,Male,Male-Mid,Knitted Cap,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,Earring
8107,81.69,7462,3,Male,Male-Mid,Stringy Hair,NONE,NONE,NONE,NONE,NONE,Frown,NONE,Earring
8108,78.81,7807,3,Male,Male-Mid,Frumpy Hair,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,Earring
8109,97.75,5615,3,Male,Male-Albino,Messy Hair,NONE,Front Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
8110,84.2,7177,2,Female,Female-Light,Mohawk Dark,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8111,116.57,3667,2,Male,Male-Mid,Vampire Hair,VR,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8112,115.77,3748,4,Male,Male-Mid,Cap,Nerd Glasses,Normal Beard,Mole,NONE,NONE,NONE,NONE,NONE
8113,74.28,8505,2,Male,Male-Light,Messy Hair,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8114,76.71,8185,2,Male,Male-Mid,Crazy Hair,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8115,92.1,6319,3,Female,Female-Dark,Headband,VR,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
8116,84.96,7064,3,Male,Male-Mid,Mohawk,NONE,Normal Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
8117,123.28,3073,2,Male,Male-Dark,Cowboy Hat,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
8118,107.2,4609,3,Male,Male-Dark,Do-rag,Big Shades,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
8119,78.1,7944,3,Female,Female-Mid,Frumpy Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
8120,176.35,834,4,Male,Male-Albino,Stringy Hair,NONE,Front Beard,NONE,NONE,NONE,Frown,Clown Nose,NONE
8121,104.46,4943,3,Male,Male-Albino,Mohawk,Horned Rim Glasses,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
8122,81.82,7445,2,Male,Male-Light,NONE,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
8123,144.58,1673,3,Male,Male-Mid,Do-rag,Small Shades,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
8124,129.78,2509,3,Male,Male-Light,Mohawk Dark,Eye Patch,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
8125,108.32,4453,3,Male,Male-Mid,Stringy Hair,3D Glasses,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
8126,130.61,2441,3,Female,Female-Dark,Red Mohawk,Clown Eyes Green,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
8127,293.05,157,1,Zombie,Zombie,Headband,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8128,122.07,3190,2,Female,Female-Mid,Wild Blonde,VR,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8129,118.71,3472,3,Male,Male-Light,Do-rag,Eye Mask,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
8130,119.97,3387,3,Male,Male-Light,Stringy Hair,Nerd Glasses,NONE,NONE,Silver Chain,NONE,NONE,NONE,NONE
8131,103.29,5072,3,Male,Male-Mid,Frumpy Hair,VR,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
8132,113.93,3883,3,Male,Male-Light,Peak Spike,Clown Eyes Green,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
8133,82.76,7340,2,Female,Female-Albino,Cap,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
8134,158.63,1217,2,Female,Female-Albino,Pink With Hat,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8135,71.39,8758,3,Male,Male-Mid,Shaved Head,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8136,94.97,5963,3,Male,Male-Mid,Mohawk Thin,Nerd Glasses,NONE,NONE,NONE,NONE,Frown,NONE,NONE
8137,123.31,3070,2,Female,Female-Albino,Half Shaved,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8138,124.15,2987,3,Male,Male-Light,NONE,Small Shades,Handlebars,NONE,NONE,NONE,NONE,NONE,Earring
8139,123.5,3055,3,Male,Male-Light,Vampire Hair,NONE,Goat,NONE,NONE,NONE,NONE,NONE,Earring
8140,117.48,3581,3,Female,Female-Light,Straight Hair,Classic Shades,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
8141,125.6,2837,2,Female,Female-Light,Mohawk Dark,NONE,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
8142,95.64,5880,3,Female,Female-Light,Mohawk Thin,Green Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
8143,77.83,7990,3,Male,Male-Mid,Bandana,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,Earring
8144,57,9870,2,Male,Male-Mid,Stringy Hair,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
8145,93.2,6178,3,Male,Male-Dark,Stringy Hair,Classic Shades,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
8146,257.44,269,2,Male,Male-Mid,Beanie,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
8147,72.31,8680,3,Female,Female-Dark,Crazy Hair,NONE,NONE,NONE,NONE,Cigarette,Purple Lipstick,NONE,NONE
8148,138.19,2024,2,Female,Female-Mid,Blonde Short,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8149,130.12,2481,2,Female,Female-Mid,Straight Hair Blonde,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8150,81.57,7478,2,Female,Female-Dark,Stringy Hair,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8151,105.84,4781,3,Male,Male-Mid,Headband,Small Shades,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
8152,1105.23,24,6,Male,Male-Light,Knitted Cap,Eye Patch,Luxurious Beard,NONE,Gold Chain,NONE,Smile,NONE,Earring
8153,120.49,3350,3,Male,Male-Mid,Stringy Hair,NONE,Goat,NONE,NONE,NONE,NONE,Clown Nose,NONE
8154,84.69,7105,2,Female,Female-Light,Knitted Cap,NONE,NONE,NONE,NONE,Vape,NONE,NONE,NONE
8155,110.76,4157,3,Male,Male-Mid,Fedora,Eye Patch,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
8156,108.55,4426,3,Male,Male-Light,Mohawk Thin,Eye Mask,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
8157,105.46,4830,4,Male,Male-Dark,Headband,Classic Shades,Front Beard,NONE,NONE,NONE,NONE,NONE,Earring
8158,120.79,3323,4,Male,Male-Light,Do-rag,Big Shades,Front Beard Dark,NONE,NONE,Cigarette,NONE,NONE,NONE
8159,94.64,6002,3,Male,Male-Dark,Headband,Horned Rim Glasses,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
8160,107.56,4558,3,Male,Male-Light,Mohawk Dark,3D Glasses,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
8161,117.77,3550,3,Male,Male-Mid,Do-rag,VR,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
8162,240.39,330,2,Female,Female-Albino,Pilot Helmet,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
8163,110.16,4226,4,Male,Male-Mid,Peak Spike,Horned Rim Glasses,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,Earring
8164,142.03,1796,3,Female,Female-Dark,Half Shaved,Blue Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
8165,92.02,6328,2,Male,Male-Albino,Crazy Hair,NONE,NONE,NONE,NONE,Vape,NONE,NONE,NONE
8166,78.48,7872,3,Female,Female-Light,Headband,Big Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8167,151.8,1406,3,Female,Female-Mid,Crazy Hair,Clown Eyes Green,NONE,Spots,NONE,NONE,NONE,NONE,NONE
8168,111.02,4122,2,Female,Female-Dark,Red Mohawk,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8169,145.57,1630,3,Female,Female-Albino,Red Mohawk,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8170,91.54,6390,3,Male,Male-Dark,Wild Hair,Nerd Glasses,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
8171,131.7,2369,4,Male,Male-Albino,Knitted Cap,Eye Mask,NONE,NONE,NONE,NONE,Frown,NONE,Earring
8172,91.4,6401,4,Female,Female-Light,Messy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
8173,102.49,5165,4,Female,Female-Light,Stringy Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
8174,96.18,5802,3,Male,Male-Mid,Mohawk,Big Shades,NONE,NONE,NONE,NONE,Frown,NONE,NONE
8175,85.27,7032,2,Male,Male-Albino,Frumpy Hair,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
8176,159.09,1204,3,Female,Female-Dark,Mohawk Thin,Green Eye Shadow,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
8177,67.14,9072,2,Male,Male-Mid,Mohawk,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8178,79.51,7698,2,Male,Male-Light,Headband,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
8179,155.78,1295,4,Male,Male-Light,Headband,NONE,Luxurious Beard,NONE,NONE,Vape,Frown,NONE,NONE
8180,84.81,7077,3,Male,Male-Dark,Frumpy Hair,Small Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
8181,127.55,2686,3,Male,Male-Mid,Top Hat,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
8182,131.5,2379,3,Male,Male-Mid,Cap,NONE,Handlebars,NONE,NONE,NONE,NONE,Clown Nose,NONE
8183,125.87,2814,3,Female,Female-Albino,Straight Hair Blonde,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
8184,139.54,1948,3,Female,Female-Dark,Blonde Bob,Big Shades,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
8185,59.56,9751,2,Male,Male-Dark,Messy Hair,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8186,140.19,1909,3,Male,Male-Dark,Wild Hair,NONE,Shadow Beard,Spots,NONE,NONE,NONE,NONE,NONE
8187,191.2,667,5,Female,Female-Mid,Tassle Hat,VR,NONE,NONE,NONE,Cigarette,Hot Lipstick,NONE,Earring
8188,147.42,1550,3,Male,Male-Mid,Cowboy Hat,Small Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
8189,98.74,5515,3,Male,Male-Mid,Messy Hair,Small Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
8190,142.4,1777,3,Female,Female-Mid,Red Mohawk,Blue Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
8191,282.66,186,5,Male,Male-Dark,Top Hat,3D Glasses,Normal Beard Black,Mole,NONE,NONE,Frown,NONE,NONE
8192,105.82,4783,3,Male,Male-Dark,Headband,Small Shades,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
8193,132.99,2302,3,Female,Female-Mid,Blonde Short,Big Shades,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
8194,261.15,259,5,Female,Female-Light,Blonde Bob,Purple Eye Shadow,NONE,NONE,Gold Chain,NONE,Purple Lipstick,NONE,Earring
8195,166.72,1022,4,Male,Male-Light,Crazy Hair,NONE,Front Beard,Spots,NONE,NONE,NONE,NONE,Earring
8196,88.8,6686,2,Female,Female-Light,Cap,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8197,122.65,3136,4,Male,Male-Light,Mohawk,NONE,Handlebars,NONE,NONE,Vape,NONE,NONE,Earring
8198,80.68,7565,2,Male,Male-Light,Headband,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
8199,95.28,5925,3,Male,Male-Dark,Knitted Cap,Eye Patch,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
8200,153.35,1358,4,Male,Male-Dark,Fedora,Eye Mask,Mustache,NONE,NONE,Cigarette,NONE,NONE,NONE
8201,125.57,2840,4,Female,Female-Dark,Wild Hair,Blue Eye Shadow,NONE,NONE,NONE,Vape,NONE,NONE,Earring
8202,150.2,1445,2,Male,Male-Dark,Police Cap,NONE,NONE,Spots,NONE,NONE,NONE,NONE,NONE
8203,140.96,1871,3,Female,Female-Light,Straight Hair,Purple Eye Shadow,NONE,Mole,NONE,NONE,NONE,NONE,NONE
8204,100.17,5383,3,Male,Male-Mid,Crazy Hair,Eye Patch,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
8205,93.36,6161,3,Male,Male-Mid,Messy Hair,Big Shades,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
8206,102.8,5128,2,Female,Female-Light,Stringy Hair,NONE,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
8207,110.52,4193,3,Male,Male-Dark,Messy Hair,3D Glasses,NONE,NONE,NONE,Vape,NONE,NONE,NONE
8208,99.55,5443,3,Male,Male-Mid,Mohawk Dark,Clown Eyes Blue,Goat,NONE,NONE,NONE,NONE,NONE,NONE
8209,65.55,9170,2,Female,Female-Dark,Bandana,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8210,112.07,4024,2,Male,Male-Light,Crazy Hair,NONE,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
8211,63.89,9303,2,Male,Male-Mid,Cap,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
8212,80.11,7634,3,Male,Male-Mid,Headband,NONE,Goat,NONE,NONE,NONE,NONE,NONE,Earring
8213,82.23,7394,2,Male,Male-Dark,Knitted Cap,NONE,NONE,NONE,NONE,NONE,Frown,NONE,NONE
8214,99.07,5480,2,Male,Male-Albino,Do-rag,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
8215,100.88,5313,3,Male,Male-Light,Mohawk Thin,Small Shades,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
8216,146.23,1599,3,Male,Male-Light,Vampire Hair,Small Shades,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
8217,227.46,392,4,Female,Female-Light,Crazy Hair,Welding Goggles,NONE,NONE,NONE,NONE,Purple Lipstick,Clown Nose,NONE
8218,115.22,3790,3,Female,Female-Dark,Tassle Hat,Eye Patch,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
8219,898.35,41,1,Ape,Ape,Knitted Cap,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8220,165.85,1047,4,Female,Female-Light,Tassle Hat,Eye Mask,NONE,NONE,NONE,Vape,Hot Lipstick,NONE,NONE
8221,80.15,7631,2,Female,Female-Mid,Mohawk,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8222,189.19,688,5,Male,Male-Mid,Peak Spike,3D Glasses,Luxurious Beard,NONE,NONE,Cigarette,NONE,NONE,Earring
8223,107.9,4515,2,Male,Male-Light,Fedora,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
8224,62.36,9473,2,Female,Female-Mid,Wild Hair,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8225,159.13,1200,3,Male,Male-Mid,Cap Forward,3D Glasses,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
8226,109.25,4340,3,Male,Male-Mid,Fedora,NONE,Goat,NONE,NONE,NONE,NONE,NONE,Earring
8227,69.02,8957,2,Male,Male-Light,Crazy Hair,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8228,132.27,2334,3,Female,Female-Mid,Wild Blonde,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8229,105.62,4809,4,Female,Female-Light,Crazy Hair,Green Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
8230,220.5,459,3,Female,Female-Mid,Orange Side,Blue Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
8231,114.8,3824,3,Male,Male-Dark,Messy Hair,Eye Mask,NONE,NONE,NONE,NONE,Smile,NONE,NONE
8232,87.45,6796,2,Male,Male-Dark,Peak Spike,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
8233,105.14,4869,3,Male,Male-Mid,Cap,Small Shades,Goat,NONE,NONE,NONE,NONE,NONE,NONE
8234,85.32,7029,4,Male,Male-Dark,Do-rag,NONE,NONE,Mole,NONE,Cigarette,NONE,NONE,Earring
